text,sentiment
Har varit där för behandling av tennisarmbåge. Ett mycket bra och professionellt mottagande med en mycket bra behandling.,positive
Huset överlämnades inte alls som det såg ut på visning. Inte fått någon som helst respons från mäklaren på mailen vi skickat om detta. Riktigt illa när det handlar som så mycket pengar.,negative
Hjältar! Fredagen 5 december flyttade min dotter från Föreningsgatan till Kyrkogatan. 2 st jättetrevliga och serviceinriktade killar utförde flytten till full belåtenhet. Trots ett tungt fysiskt jobb var humöret på topp. När ni klarade av att få upp soffan (som vi var osäkra på om det gick) blev ni våra hjältar. Vi kommer garanterat att rekomendera Er till andra. Tack killar!,positive
Urusel kommunikation och service.,negative
Trevliga och duktiga.  Alltid nöjd.,positive
"Bra arbete som höll hög kvalitet, lite dålig återkoppling från projektledaren. Arbetet tog 15 dagar extra. Saltade slutfakturan ordentligt och allt som sagts muntligt under resans gång var inte värt något när slutfakturan kom. Om ni vill använda dem så skriv tillägg i kontraktet på vite vid försening och precis alla andra detaljer som är viktiga inklusive estimat för löpande kostnader. Få allt nerskrivet på papper eller mail.",negative
"Nice utbud, snaba leveranser.",positive
Trevlig servering men jag fick en dålig bit tonfisk vilket innebar att jag fick lämna en stor del av huvudrätten. Detta påpekade jag men fick ingen som helst respons. Riktigt trist eftersom det övriga var helt ok.,negative
Trevligt o vänligt mottagande. Bra behandling.,positive
"Städtjänst. Vad som INTE är bra: kommunikation, felaktiga fakturor, överenskomna priser ignoreras.",negative
Ac påfyllning Bra bemötande Levde upp t förväntningarna,positive
"Kände mig mest till besvär, varken avkopplande eller speciellt omhändertagande. Undvik",negative
Byte av lambasond. Utmärkt tillmötesgående..,positive
VARNING! Kommer aldrig i hela mitt liv anlita denna firma igen eller rekommendera dem till någon. Jag finner inga ord för hur dåligt bemötande jag fått av kontoret. UNDVIK DETTA FÖRETAG! ,negative
"Johan har sålt 2 lägenheter för oss, och vi har varit supernöjda båda gångerna!",positive
Tar betalt direkt levererar inte alls? Konkurs idag! Tack för kaffet! Tur man betalar med e-kort.,negative
"Bra hantering av budgivningsprocessen, kontraktskrivningen och överlämningen. Vi har varit oerhört nöjde och det har tilmed varit en lärorik proces för oss.",positive
"det var lite jobbigt att jag fick onödiga mail efteråt, hade jag vetat det hade jag gått någon annanstans.",negative
"Gott, billigt och nyttigt.",positive
"Blev uppringd och tackade ja till erbjudet jobb att rengöra köksfläkt och frånluftskanaler. De kom på utsatt tid. Men jobbet var ju minst sagt snabbt och gick ut på att med skruvdragare, slang och nån borste vispa runt i rören några sekunder. Visst, det kom ut en hel del damm. Sen har man ju läst i efterhand om det sjuka överpriset. Känslan är att de utnyttjar folks (min) okunskap om ventilationen hemma. Läropengar för mig, men vill varna andra. Vill du göra rent ventilationen, ring en lokal firma istället för att falla för någon som ringer dig.",negative
"Det var första gången jag behövde hjälp , efter jag köpte min KA för ett år sedan. Servicen och arbetet de gjorde åt mig var perfekt och jag är glad att ha hittat en verkstad i Sollentuna. Min gamla Ka från 1998 servades alltid av min son men i nya KA finns det så mycket elektronik så att jag är beroende av en bra verkstad.",positive
"Otrevlig personal ,,rörigt maten inte prisvärd",negative
gjorde mycket av jobbet i sista minuten men blev klara i tid. jättebra resultat,positive
Icke servicemindiga. Bbbbbbbbb,negative
utmärkt  pålitliga vänliga  mycket  trevliga  bemötande  gör bra  tandvård och håller  på tandhygien,positive
"Alldagligt webbhotell som inte riktigt når upp till vad deras ""utmärkelser"" säger. Jag är alldeles för upptagen/dåligt med tid och att de webbplatser jag har hos dem inte är livsviktiga, annars skulle jag sökt efter en ersättare!",negative
Tydlig visning. Bra koll på fastighet samt bostadsförening. Snabbt och smidigt kontraktskrivning.,positive
"Körde 30 mil (ToR) för att titta på en bil som enligt köparen var i ""mycket gott skick"" där man precis hade bytt till nya bromsskivor. När vi kom fram och tittade på bilen upptäckte vi fastrostade detaljer inne i kupén, säten som hade skurits upp och sedan (slarvigt) sytts ihop för hand och bromsskivor som var kraftigt rost-angripna.  Vi har handlat bil från denna firman för några år sedan och var då nöjda. Men nu kan vi inte rekommendera denna firman för någon! ",negative
"30000 öar är precis som namnet antyder experter på skärgården. Men den sanna expertisen är humanism. Vi blev utforslade en bra bit ut i ytterskärgården, så snart vi hade satt oss i kajakerna började det regna, ordentligt. Vädret till trots möttes vi av harmoni och glada miner, Bengt arrangerade en fantastisk upplevelse till ett klart rimligt pris. Tack.",positive
"Kan absolut inte rekommendera Vi Värmer Sverige! Fick en ny bergvärmepump installerad men utan kontroll och utan finjustering som ledde till att den nya maskinen fungerade inte och huset blev iskallt (13 grader). Fick bara dumma svar och det verkade så att ingen känner sig ansvarig. Ett par dager senare fick vi en spolning av systemet och teknikern lämnade rummet helt smutsig. Var helt chockad när vi såg detta, skrev ett mejl men fick såklart ingen ursäkt. Dessutom fick vi en onödig pump till installerad utan kostnadsförslag. När vi försökte kontaktar de reagerade de inte alls och har helt slutat svara på mail. det verkar som ett mönster, såg tidigare inlägg från kunder som har upplevt nästan samma sak.",negative
Jul bord för vår avdelning. Prisvärt!,positive
Orimliga priser i kombination med otrevligt bemötande gör Rörbåten till ett sjunkande skepp.,negative
"Köpte bil av Bileliten och det var en smidig affär, fick mycket bra service och bemötande.",positive
"Amatörer som ej kunde laga min bil, de kan ingenting om bilar, fick min bil lagad av en annan verkstad som mekonomen kista inte kunde utföra och ljög om att bilen behövde byta motor osv.",negative
"Indira har det man kan önska sig av en Indisk restaurang. Mysig inredning med bås för de romantiska middagarna, guldinredning med obligatorisk Budda, en nedervåning med gott om sittplatser om man tex skulle vara ett större sällskap och vill sitta avskilt. Maten var över förväntan, och kändes prisvärd. det blir fler gånger på Indira, lätt.",positive
"Bilen var otvättad när vi kom för att titta på den vilket gjorde att vi inte såg flera rostfläckar & galvblåsor som I sin tur kostar oss 20 000 kr extra att fixa då Riddermark bil inte hjälper till med det, trots att det var ett dolt fel. Annars trevlig personal",negative
1000 mila service + tvätt invändig och utvändigt. Dammsugningen var inte bra då allt skräp låg kvar.,positive
"Jag beställde/köpte en soffa. Soffan blev försenad och när jag väl fick soffan så stod det en rosa soffa i mitt vardagsrum istället för en grå som jag beställt. Fick vänta ytterligare åtta veckor på en grå. Sammanlagt fick jag vänta ca 24 veckor. Ringde ofta till Blomsterbergs under dessa veckor utan att få någon återkoppling. Som kompensation fick jag lite avdrag på summan och ett presentkort på Blomsterbergs. Detta presentkort blir dock svårt för mig att använda då jag inte har lust att handla på Blomsterbergs igen. Hade hellre tagit dessa pengar på koret, som ni säkert förstår.",negative
Helt fantastisk frisör och människa!,positive
"Så här skrev jag 2013-02-22, då gav jag dem betyget 5. Detta är utan tvekan den bästa hostingprovidern för s.k. shared hosting som verkar inom Sverige inte bara för att deras priser är låga utan framför allt att deras support är state of the art. Nu hoppas jag bara att det snart lanseras en s.k. nameproxy när man beställer domännamn via dem. Kanon i övrigt! Numera (2019) skulle jag inte vilja ta Binero med tång. De har fullkomligt raserat mitt förtroende och förtjänar numera betyget 2. ",negative
Proffsig och kunnig och god service,positive
VARNING VARNING LURAR SINA KUNDER. SA EN SAK I TELEFON NÄMLIGEN ATT MINA INSTÄLLNINGAR STÄMDE MEN ATT DET MÅSTE VARA FEL PÅ NÅN KOMPONENT OCH ATT DET SKULLE INGÅ I GARANTIN SKICKADE UT EN TEKNIKER OCH SEN FICK JAG EN FAKTURA PÅ 2500 KR. SKULLE INTE REKOMMENDERA DETTA FÖRETAG TILL NÅGON. SE UPP,negative
Snabb o enkel leverans av ljudbok.,positive
"Jacob Lund höll köparen utanför processen och trots begäran att få se kontraktet i lugn och ro före kontraktskrivning hörsammades inte detta. Detta medförde att köparen inte fick tid att fatta beslut ej heller möjlighet att föreslå förändringar av kontraktet, vilket medförde ett sämre kontrakt och merarbete för köparen.",negative
Flytt och killarna + chef var väldigt effektiva och duktiga Vill gärna rekommendera detta företag,positive
"Ett totalt hopplöst förvaltningsföretag. För förhållandevis höga arvoden skapar de betydligt mer oordning än ordning och likt föregående kommentarer krävs en negativ skala för att kunna ge ett skäligt betyg. Deras försäljningsmetoder är tangerande nära fakturabedrägerier då de säljer tjänster via ""tyst accept"" genom att maila ut bindande ""förslag på avtal"" och vid flertalet gånger fakturerar dubbelt på olika komplicerade vis samt ""råkar ha lagt på timarvode utöver fastpriset"". Vidare är personalen generellt både otrevlig och okunnig.  Jag har nu flyttat och lämnat styrelsen för föreningen som Storholmen förvaltade, och kommer inte att köpa lägenhet i en förening som Storholmen förvaltar igen.  Håll er borta. ",negative
Väldigt hjälpsam och trevlig person,positive
"Fruktansvärt dålig kundservice!!!! Av tre beställda varor var en helt felaktig och en så dåligt emballerad att flera plattor var spruckna. Sådant kan ju i och för sig hända alla företag, men bemötandet när man försöker reklamera har varit makalöst dålig. Jag har blivit runtslussad internt, när delen på hemsidan där man ska reklamera inte har funkat och jag har skickat skärmdumpar på problemet till kundtjänst via mail och fått svaret ""Hej! Märkligt testade precis och det gick utmärkt! Med Vänlig Hälsning Anton"" och inget mer, ingen hjälp inget mer över huvud taget....... Kommer aldrig handla där igen.",negative
"We have just sold our apartment with the help of Marcus, and he has shown high professionalism and dedication to his work. Marcus was very structured and well-planned. He took his job seriously, and he put the extra mile in each step. Last but not least, he is a very agreeable person who makes you feel confident and comfortable throughout the whole process. Thank you Marcus! /Vahe and Elisabeth",positive
Städningen var medioker (som bäst) men bemötandet från företaget är uselt. Det är extremt svårt att få tag på ansvariga på företaget och när man väl får kontakt får man i bästa fall ett ointresserat svar. Det enda som Neonia sköter rikgit bra är utskick av sina fakturor. Undvik!!,negative
"Utmärkt bemötande Snabbt, enkelt,effektivt och vänligt bemötande. Motsvarar alltså helt mina förväntar",positive
Dålig. Behöver inte säga mer....,negative
"Vi har beställt olika expoprodukter av Displayprojekt. Bemötandet har varit toppen, bra och snabba svar när vi har haft frågor samt leveranserna har hållit tid. Grejerna har sett bra ut också :-) Helt enkelt bra service!",positive
"Dyrt utan tydliga åtgärder, vad betalade jag för?",negative
"Villastädning inför försäljning, de skötte sig bra ,inga problem.",positive
"Dom är trevliga, men behandlingen är inte avslutad så jag kan inte säga att jag blivit hjälpt än",negative
"Hej. Bra och snabb service, tydligt besked om pris och tid. Flexibla vad gäller hämta och lämna. Enligt ök ringde de upp och diskuterade ev extra arbete som tillkom vid service och gav prisförslag innan de utförde mer än vad vi ursprungligen kom överrens om. Det enda jag kan ""anmärka"" på var en glödlampa som var trasig som jag anser att se kunde noterat och bytt ut - mot extra kostnad såklart. Jag rekommenderar dem varmt!",positive
"Snabb på att skicka fakturan, gjorde det samma dag som beställningen. Nu en vecka senare har det fortfarande inte kommit nån produkt.",negative
Service av bil. Byte till vinterdäck   Mycket bra bemötande och allt klart enligt överenskommelse. Pris enligt förslag.  Klart godkänt,positive
Var där för att ta bort argrynkan med botox. Det var fruktansvärt smärtsamt. Nu har 1 vecka gått och argrynkan är kvar men hela pannan är bedövad. Har huvudvärk hela tiden. Kvinnan där försökte enträget sälja på mig flera behandlingar som jag inte ville ha. Kommer aldrig mer att gå dit. De är inte seriösa Dessutom tycker jag det är jättedåligt av företaget att ringa upp mig och skälla ut mig för att jag gav de ett dåligt betyg. Detta är hur jag upplevde besöket och att påstå att jag hört fel och missförstått är bara skitsnack,negative
Jag rekommenderar verkligen namnsmycken.com och Amanda Egilson! Jag har hittills köpt 3 vackra smycken av Amanda. Ett halsband med mina barns namn samt 2 presenter som Amanda hjälpte mig designa. Amandas smycken är stilrena och vackra! Amanda har ett varmt bemötande och är så proffsig med sitt hantverk!,positive
"Usel osympatisk kassaservice utan fingertoppskänsla, förståelse eller medmänsklighet, ovillig att lyssna eller hjälpa till. Gick dessutom och rökte varje kvart! Bilmekaniker dock raka motsatsen. Bra service med skrotning",negative
Jag beställde trädfällningen av Linds och fick ett mycket proffsigt bemötande av dem. När dem kom till oss uppträde dem på ett trevlig sätt och var mycket hjälpsamma. Jag har bara positiva saker att berätta gällande Linds Trädfällning,positive
"Fin inrednng, men maten var inte värd sitt pris",negative
Jag var på matlagningskurs på Fattoria del Colle. Mina förväntningar var höga och de överträffade av verkligheten. Superbra!,positive
Pinsamt glasmästeri med okunning arbetledare som heter Mats. Fick vänta i nästan ett år på min glasdörr. När den väl kom blev jag utskälld då jag ville ha den gratis och fick inte ens halva priset avdraget för dörren.,negative
"Jättenöjda med allt från innan försäljningen tilll efter, sålde även rekord i området mer kan man kräva",positive
Dålig upplysning vid bokning över telefon. Kommer dit efter lunch vilket jag uppgett vid bokning. Och när kag kommer säger dom att bilen skulle lämnas på morgonen. Vilket jag definitivt inte fick info om. Nu fick kag vänta 40 min innan dom kunde hjälpa mig. Alldeles för dyrt.,negative
"Intensivkurs MC inhyrd var Lars Bleckert från Gruvegårds Trafikskola, grymt bra lärare på alla sätt,Bra skola! -Per Lundberg Stockholm",positive
Så där....enorma köer i telefon och då menar jag långa köer. Chatten som alternativ var helt ok däremot.,negative
Trevligt bemötande och mycket prisvärd lackbehandling. Fönsterbehandlingen kanon.,positive
"Middagen var under all kritik. Jag fick en stor plastbit i skagenröran. Klyftpotatisen till biffen smakade härsket. Antingen var oljan gammal, eller så hade de värmt på gammal potatis. Biffen var god, dock. Serveringen var jättebra, men vi fick vänta i 45 minuter mellan förrätt och huvudrätt. Det är inte ok. Vi kommer inte att återvända och inte rekommendera restaurangen.",negative
Vad jag upplevt såhär långt gör ni ett bra jobb till ett vettivt pris och tid. Rune,positive
"Meget uselt, og ekstrem dårligt hantverk, et rigtigt fusker firma. Jeg havde hyret Rut & Rot til en renoveringsopgave i mit hus, jeg et offert alsolut inte det billigste men Magnus virkede troværdig, da arbejdet startede var alt pludselig ekstra arbejde, det arbejde de lavede var i så utrolig dårlig kvalitet at til sidst var jeg nødtil at stoppe arbejdet. Rut & Rot ville derefter have betaling for arbejde de ikke havde udført, Som Johan sagde han har stor erfaring med at køre sager tingsrätten og kommer til at tage lang tid, så grinede han. Så find et andet firma til din renoveringsopgave. ",negative
Bra säljare som vet vad de snackar om! Första bilköpet i livet och de visar vad man ska kolla på och allt,positive
"Jävla skitföretag påstridig säljare som ej ger sig , har haft en tvist med dem i flera mån för att bli av med en pålurad tjänst , ingen ringer upp och den ansvariga chefen gömmer sig , de tuggar bara på om sina bestämmelser och lyssnar inte eller vill hjälpa , vi kommer att anmäla detta företag så släng på luren om de ringer",negative
Allt fungerade mycket bra! Kan rekommenderas!,positive
"Snabbt och enkelt att bli kund. Har haft två olika städare, båda män. under de 8 månader vi varit kunder. Har inte varit nöjd, men gett det en chans. Vid första tillfället fick vi ny städare då den förste slutade. Var inte nöjd igen men gav det en chans efter samtal om att ha med kvalitetskontrollant. Så ett par städningar till får visa.",negative
Mycket bra bemötande. Offert och diskussion om installerande av bergvärme.,positive
Verkligen hemskt.........Sämsta gäng scammers och cheaters i branschen! Hade möte att titta på min äldre men väl fungerande 2000 Volvo v40 2.0t. Körs bra med några små saker och lite rost. De var 15-20 minuter sena att ta min bil in. Därefter fortsatte de istället för att fokusera på kunden och gjorde andra saker. Efter 45 minuter väntade medan de inspekterade bilen med ytterligare 10 minuter och väntade på svar från någon som inte ens körde bilen eller tittar på den kom de tillbaka med ett erbjudande om 215: - för en bil som i perfekt skick Försäljning för 16 000: - och handel med 11-12 000: -. ,negative
Köpte mikrofilter och motorfilter till andersson dammsugare vmc 2.1,positive
"Tyvärr är jag väldigt missnöjd. Maten kändes inte vällagad Tog betor med ngt fläsk. Det vae endast rödbetor som var ojämnt varmt , förstod knapp om rätten skulle vara ljummen eller kall. De var tre små fläsk bitar i. Trist och inte lagad med omsorg. Mitt sällskap tog röding även den var ljummen och smaklös, vi tog varsin taco med löjrom innan och taco skalet kändes inte sprödigt och fräscht: efterrätten var ok. Min favorit restaurang är Nytorget 6 och trodde såklart att även  Österlånggatan skulle hålla samma kvalitet men tyvärr långt ifrån: Hälsningar Pia Netteryd",negative
Snälla sluta skicka påminnelser,positive
"Bemötandet  från början var bra. Jag lämnade alla service intyg, kvitton och säljaren gav en uppskattning på försäljningspris. Ingenting hände förrän 2 månader hade gått och då menade man att man ville sänka 5000 kr för att kamremmen behövde bytas. Jag upplever att man bytte sida och menade att jag hade ansvar för detta trots att man fick tillgång till alla papper (jag var den enda ägaren på bilen)",negative
Absolut pålitlig hantverkare med stort kunnande. Är nog svårt att hitta bättre på Gotland.,positive
Alla lets deal klienter var placerade i en separat trist sal. Pappersduk. Servitörer är klädda som gatukillar. Maten smakade tråkigt,negative
Min frisör Jeanette är fantastisk! Får alltid ett gott bemötande av alla som arbetar både i salongen och i butiken.,positive
"Väldigt få maskiner som är slitna även nu efter renoveringen. Känns väldigt inriktat på att killar tränar, inte tjejer. Tv apparaterna fungerar inte och duscharna är trötta skolduschar. Badet är helt ok.",negative
"Häftigt, proffsigt och grymt!",positive
"De tog extra betalt för en rördel på 1400 kr, och sedan så skulle de fixa med de också och sade att de skulle ta 1 timme, vilket det knappt gjorde men de tog betalt för 2 timmar. Tycker det är fult att ta mera mera betalt när ändå det kostade nästan 65 000. De berättade också innan hur lång tid det skulle ta vilket det inte riktigt gjort men nästan, så varför ta extra betalt för timmar? Sedan skitade de ner.",negative
Jag gillar Pinocchio Massage & Friskvård! Jag har varit där och tränat o provat en del annat. Lena har även ordnat några populära barnkalas med hinderbana och roliga lekar som varit väldigt uppskattade av mina barn och deras kompisar.,positive
Hade fönsterputs beställd till tidig morgon. Då jag kom hem 17.45 stod ett fönster vidöppet på bottenvåningen med en stege utanför. Dåligt.,negative
"Tack! Jag är så glad att jag valde er! Körkort på 2,5 månad och då hade jag aldrig kört innan och körde bara med trafikskolan. Underbart gäng och engagerade körlärare!",positive
"Mycket dålig service, de drog mina pengar utan att leverera min vara i över 2 veckor har fortfarande inte fått tillbaka de. De gjorde även kreditupplysning på en order som inte äns slutfördes. När jag bad om kompensation fick jag svaret att de inge var möjligt, efter mycket om och men erbjöd de 50:- Skamligt!!!",negative
"Flyttstädning, bra pris med snabb och smidig service.",positive
"Fruktansvärt dåligt bemötande från kontoret. Blir uppringd när städarna är på plats för att utföra ett flyttstäd och personen på kontoret säger att de inte kommer att lämna garanti på städningen för att bostaden är för smutsig och i behov av renovering enligt henne. (bolaget anlitades för städ, inte renovering). Vad har renovering eller inte med flyttstäd att göra!? En seriös firma skulle aldrig ringa och säga liknande saker till en kund. Vid en flytt är bostäder ofta smutsiga och därför anlitar man flyttstäd. Att ett städbolag ringer upp en kund för att bostaden är smutsig är som att en mekaniker skulle ringa en kund för att bilen de ska laga är sönder! Bolaget vill heller inte göra besök inför en offert för att de redan har så mycket att göra och tillräckligt med kunder enligt personen på kontoret(extremt nonchalant uttalande). Ett sådant besök före hade besparat kunden samtal samma dag. (andra bolag tittar på bostaden inför en offert) Har aldrig hört på liknande som detta beteende och skulle aldrig rekommendera detta bolag till någon!! Det är värt att betala lite mer till ett annat bolag och få seriöst bemötande.",negative
"Otroligt mysigt lunchställe på en av Skanörs trevligaste gator! Trevlig personal och magisk mat! Lite dyrt för en lunch kanske (c:a 200 - 250)kr, men värt priset.",positive
"Jag har tidigare blivit ombedd att svara och inte gjort det med hänsyn till Anders. Tyvärr var jag mycket besviken på hur han hanterade försäljningen av min lägenhet. Negativ inställning till att sälja den, i st för att vara positiv och tro på att kunna sälja den. Fel uppgifter i två annonser, tid ena gången och pris andra. ""Tappade"" både den som ville ha lägenheten och den som var tvåa i början av försäljningen. Mycket dålig respons. Jag fick till slut skriva stora lappar i lägenheten vid visning som han fick fylla i efteråt - för att få veta hur det gått. Nu hittade han till slut en köpare men då hade jag redan sagt upp honom och fått ny mäklare som verkligen var bra och gav mig nytt mod.",negative
"Pålitliga, försiktiga och punktliga. Mycket nöjd!",positive
"Väldigt trevliga men när det vart patrull så vart dom helt enkelt kassa, kommer aldrig hit igen!",negative
Han bryr sig om klienten på ett ärligt och proffsigt sätt. Mycket bra med gedigen kompetens!,positive
"Verkade bra till en början. Men ju längre arbetet fortskred desto mer visade det sej vara ""mycket snack och liten verkstad"". Vissa brister i kommunikation till de som utförde badrumsrenoveringen. Kunde inte slutföra viss del av arbetet. Ingen firma jag rekommenderar.",negative
Fin service och bra personal.,positive
Smidig tjänst men blev besviken på inkompetent bemötande från kundtjänst.,negative
Jätte hjälpsamma och snabb och smidig service! Rekommenderar starkt!,positive
"I slutet av augusti 2009 var jag på Acape för att behandla mina ytliga acneärr som jag hade på mina tinningar, med CO2-laser. Under behandlingen fick vi avbryta då jag hade fruktansvärt ont och hudterapeuten hämtade en stesolidtablett mot smärtan, detta utan att det överhuvudtaget fanns en läkare på kliniken som föreskrivit detta. Det visade sig efteråt att Acape inte ens hade någon läkare på kliniken under en 4 månaders period och jag vill påpeka att stesolid klassas som lätt narkotika. Hursomhelst fick jag kraftig ärrbildning efter denna behandling och som givit mig ett stort psykiskt lidande. Jag har mått fruktansvärt dåligt över detta. Det värsta av allt är att Acape vill varken kompensera mig för den summan jag betalade för laserbehandlingen, likväl vill dom ej kompensera mig för de behandlingar som jag nu genomgår på Akademikliniken för att åtgärda dessa hemska och fula ärr som jag fått där. Dom menar att de inte alls försämrat min hudstruktur och även tagit hjälp av en ""laserexpert"". Laserexperten säger också att laserbehandlingarna inte varit felaktiga och att dom inte försämrat mina acneärr. Det är så hemskt med tanke på att den här laserexperten inte ens sett hur jag såg ut innan i ansiktet. Hur kan han då egentligen uttala sig om att hudterapeuten inte alls givit mig några ärr efter behandlingen? Och varför skulle jag gå och hitta på en sån här allvarlig sak?  Det är verkligen hemskt att det finns människor som inte kan ta sitt ansvar när något går riktigt fel. Är man inte som skönhetsklinik mån om sitt rykte och om sina kunder? Det är sorgligt att kliniken försöker släta ut hela händelsen.  Jag har även gjort en anmälan till Socialstyrelsen och Hälso- och sjukvårdens ansvarsnämnd, men då Acape eller rättare sagt hudterapeuten inte ingår under hälso- och sjukvårdspersonal, kan de inte behandla mitt ärende. Det är verkligen hemsk att det inte finns lagar som styr laser-/hudterapeuters verksamhet här i Sverige och jag uppmanar verkligen alla att vara försiktiga vart man vänder sig till och kollar upp kliniken ifråga noga innan man bestämmer sig för att göra ett ""ingrepp"". Annars kan det gå som i mitt fall och hade kliniken varit måna om sina kunder hade dom tagit sitt ansvar för detta som inträffat och försökt att hjälpa mig och kompensera mig för de skador och det lidande som denna behandling givit mig. ",negative
"Snabb service. Kunnig och trevlig personal. Inga ""onödiga"" åtgärder utan kontakt med kunden först. Jag kan varmt rekomendera Hagmans.",positive
Leonardo rafael malanokowski hade väldigt dåligt bemötande jag kommer aldrig gå tillbaka till citydental igen. Fy!,negative
"Jag och min föredetta sambo sålde vår bostadsrätt tillsammans. Vi blev väldigt fint bemötta. Vi fick en bra presentation och genomgång om hur processen med att sälja bostaden skulle gå till, den var lätt att förstå och vi kände oss båda trygga och nöjda med den. Vi hade förhoppningar om en snabb försäljning till en viss summa, mäklaren levde verkligen upp till våra förhoppningar och affären gick otroligt snabb och smidig och vi är mer än nöjda med alla delar i av försäljningen. Vi kommer absolut att rekommendera mäklaren till andra.",positive
"Se och framförallt hör upp när ni köper Säkra Larm. Larmet i sej är säkert bra men vår försäljares knep var mycket fula. Han utelämnade viktiga fakta.. tog fram ett pris på ca 31400 kr.. vilket i sej skulle bli billigare än det larm vi hade.. den viktiga fakta som uteblev var att Säkra lämnar över sina skulder till Svea Ekonomi som tar 6.79% i ränta vilket gör att vårt larm kostar i verkligheten ca 49 000 kr. Efter samtal med Säkra så skall det vid försäljning finnas dokument att läsa där detta står.. dessa dokument visade inte vår säljare... men i och med att allt godkändes via bankID så är man fast. I ordersedel så står det ett kryss i finansieringsform och sedan är den handskrivna texten helt oläslig, inte ens kontaktad personal på Säkra ser vad det står. Så se upp! Dessutom så har Säkra ""glömt"" att för varje kund man fixar så får man 1000 kr i bonus.. vi ordnade 2 kunder som båda fick besök av samma säljare.. vi kan berätta att dom upplevt samma sak som vi.............................bonusen har vi inte sett röken av....  Kund som känner sej blåst i Falkenbergsområdet. ",negative
Alla är trevliga och hjälpsamma,positive
Absolut det otrevligaste bemötandet jag stött på. ALLA andra kommentarer som är positiva är skrivna av dem själva. Dem jag träffat som köpt lektioner hos Bromma är entydigt överens om att dem är otrevliga och att det är på tok för dyrt!,negative
"Kom dit som skadad och kunde knappt träna utan att jag var tvungen att avbryta, trodde det bara var något litet fel men visade sig vara en stor överansträngning men idag, ett halv år senare kan jag träna hur mycket och hur hårt som helst utan att ens känna något alls. Extremt glad att jag blev rekommenderad att gå dit, vet inte vad jag skulle gjort utan. Bemötandet var bra och man märkte stor skillnad på kroppen redan från första besöket",positive
"Eh, Mekonomen skickade ett sms 1,5 år efter mitt besök...!! Jag minns inte när det var eller vad som gjordes med bilen. Men killarna var trevliga. Tror jag...",negative
Toppen mottagande och genomförande av service på min bil.,positive
Dålig erfarenhet med carson...kan inte rekommendera de.,negative
"Vänlig personal, fick snabb hjälp med lagning av punktering.",positive
"Jag gjorde en beställning för 5 dagar sedan. Den har inte kommit än så gick in på internetbanken för att kolla att pengarna dragits, och det hade det gjort...TVÅ gånger. Jag tänker att detta går väl att lösa snabbt och inser frustrerat att kundtjänst bara är över mail på hemsidan. Så jag skickar iväg frågor kring hur detta gått till och får ett kort svar HELT utan förklaring. Jag mailar igen och får som svar att den första beställningen inte gick igenom, därför gjordes en andra, och summan för den första är dragen och för den andra är ""reserverad"" på mitt konto. Mitt i semestern är alltså ca 1.000 kr lånade av Nelly för att de gjort något fel vid ordern, och jag får inga svar på när jag får tillbaka pengarna förutom detta: ""har pengarna inte kommit åter inom 5 dagar får du höra av dig till kundtjänst"" tack för den Nelly!! Vart vänder jag mig för att anmäla för detta måste ju vara olagligt??! Jag avråder ALLA från att beställa från Nelly.com eftersom jag inte vet när eller om jag får tillbaka mina pengar som de dragit för något jag inte beställt.",negative
jag är mycket nöjd med Andreas. Han var mycket trevlig och kunnig och kunde svara på alla frågor vi hade. Min son rekomenderade honom.Andreas hade skött hans försäljning av hans bostadsrätt och han var också mycket nöjd. Vi har ingenting att anmärka.,positive
"Hade ett hemsk restaurangbesök på Bistroteket.  Usel service, vi fick be om allt, satt med disken över en timme efter att vi ätit upp. Ingen lade märke till oss. Vi fick be dem duka av.  Sämsta tänkbara service, kommer aldrig gå dit igen!!",negative
Mycket duktiga!!!  Vi har varit mycket nöjda med dem som leverandör till både utomhus och inomhus projekter!,positive
"Gjörde fransarna. De var inte bra alls. Försökt boka en ny tid, hon kancellerade två gånger. Glick till  en annan salong, hon förklarade att det fanns sååå mycket lim på mina fransar och det var inte bra för mina fransar. Ska aldrig ditt igen.",negative
"Naprapat ryggskott. Mycket svårt att avboka de borde ha ytterligare ett alternativ att välja på. Detta när det gäller tonvals telefonen. Det skulle underlätta om man kan lämna personnummer, dag och tid för avbokning.",positive
"Vänlig, snabb men annars inte till belåtenhet. Hög kostnad och låg värdering.",negative
"Proffsigt bemötande, grym produkt",positive
"Antar att det är dom idag som heter HB auto. Annars får ni rätta mig. Såg en v60 på blocket med reg nummer NTW247 en bensin t4f svart. Läste lite här så bestämde mig för att göra ett register utdrag på bilen för skojsskull. Registerutdtag såg ur följande (enbart dom intressanta delarna ) Ägare och brukare EHN, TOR INGEMAR Adress Postnummer 00000  Postort POSTNR OKÄNT  Och nu till den bästa biten.  Fordonets skatteförhållande Förbud att bruka fordonet på grund av obetald skatt/avgift.  Jag skrev till dom och undrade hur dom kan sälja bilar med skatteskuld.  Resultatet: Dom tog bort reg numret i annonsen.  Anmälde det till blocket då det inte står att det är skatteskuld.  Tydligen behöver man ingen adress eller postnummer och kan döpa sig till vad som helst med.  Dom försöker ju garanterat lura folk. Men frågan är, är dom så värdelös på bilar så dom köper saker med skulder.  Nu förstår jag iallafall varför vissa har skor med kardborrband 😂😂 ",negative
